stop_code,stop_id,stop_lat,stop_lon,stop_name,zone_id
DC3931,13493,28.59345,77.033267,Sector 17/18 More Dwarka,13493
DC3934,13494,28.592878,77.022964,Dwarka Sec 16C/GGS IP University,13494
DC0021,13495,28.6512,77.2525,Geeta Colony Road Crossing,13495
U02724,13496,28.57435,77.228821,Defence Colony,13496
U02398,13497,28.6647,77.2084,Azad Market,13497
U02695,13498,28.6106,77.226097,Akbar Road,13498
DC5200,13499,28.597218,76.87043,Bakkargarh Border,13499
DC4124,13500,28.632,77.27065,Lalita Park,13500
DC4125,13501,28.635617,77.26965,Ramesh Park,13501
DC4127,13502,28.6524,77.269317,St. Lawrence School,13502
DC4128,13503,28.653217,77.271333,Geeta Colony Block 5,13503
DC4129,13504,28.6551,77.273567,Geeta Colony,13504
DC4130,13505,28.658591,77.272188,Jheel Terminal,13505
DC5173,13506,28.723041,77.071322,Police Station Begumpur,13506
DC5171,13507,28.721245,77.078135,Poothkalan More,13507
DC5169,13508,28.719969,77.079934,Rohini Sec 23,13508
DC3935,13509,28.592771,77.022735,Dwarka Sec 16C/GGS IP University,13509
U01849,13510,28.579947,77.178544,Moti Bagh 1,13510
U01973,13511,28.587231,77.185539,Rail Museum,13511
U02840,13512,28.5137,77.2349,Khanpur Village,13512
DC5486,13513,28.51973,77.215675,Saket J Block,13513
DC5484,13514,28.522809,77.216407,Saket Terminal,13514
DC5482,13515,28.528215,77.214988,Saket M Block,13515
U02163,13516,28.531233,77.196833,PTS (Geetanjali Enclave),13516
DC5487,13517,28.575644,77.172368,RK Puram Sec 9,13517
U01034,13518,28.677283,77.111967,Avtar Enclave,13518
U01807,13519,28.714367,77.172203,Sabji Mandi Azadpur,13519
U03199,13520,28.5726,77.2659,Taimur Nagar,13520
U03999A,13521,28.5604,77.273,Holy Family Hospital,13521
U03266,13522,28.5586,77.273,Sukh Dev Vihar,13522
U02789,13523,28.5328,77.2306,Sheikh Sarai More,13523
U02060,13524,28.5284,77.1901,T.B. Hospital,13524
DC4268,13525,28.636446,77.28546,Radhu Palace,13525
DC4269,13526,28.64115,77.282733,East Guru Angad Nagar,13526
DC4270,13527,28.64655,77.279067,Khureji Khas,13527
DC4271,13528,28.649389,77.278902,Rashid Market,13528
DC4272,13529,28.651139,77.278247,Shivpuri Colony,13529
DC4273,13530,28.654883,77.276617,Pandit Park Geeta Colony,13530
DC4274,13531,28.654483,77.274867,Ramleela Ground Geeta Colony,13531
U00028,13532,28.507799,76.897301,Daraula Border,13532
DC5312,13533,28.705124,77.205126,Balmiki Gandhi Ashram,13533
DC5313,13534,28.700315,77.205157,TB Hospital,13534
DC4869,13535,28.57966,77.20488,Laxmi Bai Nagar,13535
DC4870,13536,28.579702,77.199677,Enquiry Office Pilanji Village,13536
DC4872,13537,28.575489,77.199081,Police Station Sarojini Nagar,13537
DC4873,13538,28.57125,77.199283,AB Block Sarojini Nagar,13538
DC4951,13539,28.522779,77.238678,Ambedkar Nagar Sec- 5 (T),13539
DC4952,13540,28.52375,77.237831,Virat Cinema Crossing,13540
DC4953,13541,28.54063,77.245369,C R Park,13541
DC4954,13542,28.53997,77.24865,C R Park Market 1,13542
U03056,13543,28.537903,77.252411,C R Park Market 2,13543
DC4955,13544,28.537472,77.25705,Desh Bandhu Apartments,13544
U03044,13545,28.5453,77.2505,Nehru Place Crossing / Paras Cinema,13545
NS0255,13546,28.604867,77.12825,Kirbi Place,13546
U03304,13547,28.6087,77.2783,Baba Bishamber Dass Ashram,13547
DC4945,13548,28.53738,77.256599,Desh Bandhu Apartments,13548
U03060,13549,28.537466,77.252686,C R Park Market II,13549
DC4946,13550,28.5399,77.248558,C R Park Market 1,13550
DC4947,13551,28.54051,77.245331,C R Park,13551
DC4948,13552,28.542629,77.242554,Savitri Cinema,13552
DC4949,13553,28.52421,77.237747,Virat Cinema Crossing,13553
DC4950,13554,28.52277,77.239037,Ambedkar Nagar Sec- 5 (T),13554
U00745MP,13555,28.692667,77.082583,S Block Mangol Puri,13555
U00795,13556,28.692583,77.086783,Chhath Park Mangol Puri,13556
DC3907,13557,28.692483,77.09145,C Block Mangol Puri,13557
U00880,13558,28.696733,77.092067,PS Mangol Puri,13558
U00912,13559,28.695733,77.0955,E Block Mangol Puri,13559
DC4750,13560,28.565867,77.003446,Chhawla Village School,13560
DC0058,13561,28.7103,77.2111,Mukharji Nagar Tank,13561
U02361,13562,28.7103,77.2086,Bhai Parmanand Colony,13562
U02100,13563,28.529778,77.192226,DDA Flats Lado Sarai,13563
NS0183,13564,28.6809,77.256,New Usmanpur pusta no1,13564
U00913,13565,28.689169,77.095424,B Block Mangol Puri,13565
U00602,13566,28.681803,77.067635,Nangloi,13566
U99751,13567,28.6584,77.043953,Ranhola Extension,13567
U00383,13568,28.649406,77.027237,TilangPur Kotla,13568
U00375,13569,28.64624,77.02182,Chanchal Park,13569
U00335,13570,28.63835,77.007965,Baprola School,13570
CWG610,13571,28.583,77.230202,J L Nehru Stadium,13571
DC5142,13572,28.59347,77.214639,Prithvi Raj Road,13572
DC5143,13573,28.542778,77.200665,IIT Gate,13573
DC5144,13574,28.54002,77.19939,Mothers International School,13574
DC5145,13575,28.537676,77.198299,Adhchini Village,13575
DC4594,13576,28.7026,77.2277,PWD Office / Aruna Nagar Ring Road,13576
DC4592,13577,28.69765,77.22741,Majnu Ka Tila Outer Ring Road,13577
DC4801,13578,28.696659,77.225525,Majnu Ka Tila,13578
DC4798,13579,28.694435,77.222946,Purana Chandrawal,13579
NS0347,13580,28.6712,77.139198,East Punjabi Bagh,13580
U03991A,13581,28.628629,77.216744,Palika Kendra,13581
DC5549,13582,28.545234,77.060102,Bharat Petrolium (Dwarka Link Road),13582
DC5550,13583,28.554134,77.070017,Govt Boys Sr Sec School (Shahbad),13583
DC5551,13584,28.553517,77.072894,Tata Motors Gali No 6,13584
DC5552,13585,28.555617,77.075565,Mother Dairy Gali No 4,13585
DC5553,13586,28.559889,77.071278,Shahbad Mohammadpur Village,13586
DC5488,13587,28.702709,77.088284,Mangol Puri Y Block,13587
DC3551,13588,28.61202,76.978561,Nazafgarh Dhansa More,13588
DC3922,13589,28.5667,77.262398,Mata Mandir New Friends Colony,13589
DC4713,13590,28.671192,76.997925,Hiran Kudna Village,13590
DC5576,13591,28.857918,77.094044,Ramdev Chowk Narela Terminal,13591
U00796,13592,28.704356,77.086935,Budh Vihar,13592
CWG421P,13593,28.5702,77.185699,Hyatt Hotel,13593
U02975,13594,28.628217,77.24505,ITO,13594
U02905,13595,28.608445,77.240173,Zoo,13595
U00588,13596,28.625329,77.066948,Uttam Nagar Terminal,13596
U01008,22694,28.607775,77.104134,D Block Janak Puri (Pankha Road),22694
U02795,13599,28.671291,77.231132,ISBT Ring Road,13599
U03127,13600,28.704817,77.256617,Khajuri,13600
U99761A,13601,28.703715,77.263214,Bhajan Pura,13601
DC3542,13602,28.619772,77.017944,Nangli Dairy,13602
U00792,13603,28.6119649822901,77.086093528644,Dabri Crossing Dwarka Road,13603
DC5554,13604,28.555792,77.075726,Mother Dairy Gali No 4,13604
DC5555,13605,28.553429,77.072819,Tata Motors Gali No 6,13605
DC5556,13606,28.553967,77.070167,Govt Boys Sr Sec School (Shahbad),13606
DC5557,13607,28.545552,77.061073,Bharat Petrolium (Dwarka Link Road),13607
U99983,13608,28.642667,77.180083,Rajendra Place / Karol Bagh Telephone Exchange,13608
U99738,22695,28.617125,77.078619,C-1 Janak Puri,22695
U02660,13609,28.639418,77.22377,Minto Road Terminal,13609
DC3572,13610,28.62211,77.056846,Prem Nagar,13610
U00921,13611,28.683184,77.095199,Peeragarhi Chowk Flyover,13611
U02911,13612,28.64639,77.240293,Darya Ganj,13612
U00819,13613,28.6218935,77.0882901,C2B Janak Puri,13613
U00313,13614,28.6146385971878,77.0039352633546,Nangli Sakrawati,13614
U99954,13615,28.584823,77.224524,Lodhi Colony,13615
WPD,13616,28.69485,77.15485,Wazirpur Depot / Subhash Place Depot,13616
U02902,13617,28.643289,77.240306,Golcha Darya Ganj,13617
DC3570,13618,28.6203493836547,77.0404654768057,Mohan Garden,13618
DC3571,13619,28.62081,77.048338,Kiran Garden,13619
DC3573,13620,28.634244,77.08913,Check Post Janak Puri,13620
DC4962,13621,28.69317,77.28014,Vijay Park / Kabir Nagar,13621
DC5582,13622,28.5433891,77.2075401,Hauz Khas Terminal,13622
U01786,13623,28.5701,77.1731,R K Puram Sec7 Xing,13623
U01910,13624,28.5505,77.1815,Ber Sarai,13624
U01927,13625,28.5419,77.1828,Sanskrit Vidyapeeth,13625
U01985,13626,28.5404,77.1856,Katwaria Sarai,13626
U02054,13627,28.5391,77.19,Qutab Hotel,13627
U02109,13628,28.5377,77.1937,NCERT,13628
U02132,13629,28.537,77.1959,Adhchini,13629
U02211,13630,28.5406,77.1994,Mother School,13630
U02238,13631,28.5439,77.2009,IIT Gate,13631
DC5632,13632,28.688519,77.091484,Q Block Mangol Puri,13632
DC5630,13633,28.6882017,77.0830161,T Block Mangol Puri,13633
DC5628,13634,28.68817,77.08731,Durlabh Nath Vatika Mangol Puri,13634
DC5592,13635,28.5564982,77.0937616,Air Traffic Control Office,13635
DC5577,13636,28.85962719,77.09418355,Ramdev Chowk Narela Terminal,13636
U01290,13637,28.566514,77.134394,Shankar Vihar / National Highway 8,13637
DC4347,13638,28.683416,77.133965,Shakur Basti,13638
DC4349,13639,28.683901,77.127953,Rani Bagh Railway Colony,13639
DC4355,13641,28.687433,77.117119,Bhagwan Mahavir Hospital,13641
DC5831,13642,28.476913,77.130356,Aya Nagar Terminal,13642
DC5826,13643,28.480532,77.125206,Aya Nagar Crossing,13643
DC5829,13644,28.481285,77.126198,Arjan Garh Metro Station,13644
DC5824,13645,28.484604,77.13063,RRC Station MB Road,13645
DC5822,13646,28.48793,77.135468,Air Station Ghitorni,13646
DC5820,13647,28.489227,77.138062,Ghitorni School,13647
DC5819,13648,28.49374,77.148544,Ghitorni Metro Station,13648
DC5816,13649,28.496195,77.154007,NBCC Ghitorni,13649
DC5815,13650,28.499174,77.160934,Sultan Pur Metro Station,13650
DC5813,13651,28.501526,77.166199,New Mangla Puri,13651
DC5543,13652,28.5067971,77.1754624,Chhatarpur Metro Station,13652
U01823,13653,28.5086,77.17719,Andheria Bagh More / Chhatarpur Metro Station,13653
DC5544,13654,28.5181981,77.1890998,Delhi Jal Board (MG Road),13654
DC4509,13655,28.524349,77.18998,Lado Sarai Crossing,13655
DC3559,13656,28.613251,76.996216,Power House NajafGarh,13656
DC3560,13657,28.61375,76.999847,Sai Baba Mandir (Nazafgarh),13657
DC3565,13658,28.618,77.01207,Arjun Park,13658
DC3539,13659,28.620356,77.044998,Nawada Gaon,13659
DC3540,13660,28.6201416006644,77.0404835810889,Mohan Garden,13660
U03178,13661,28.703406,77.26393,Bhajanpura,13661
DC3999,22696,28.611671,77.246536,Pragati Maidan Terminal / Bhairon Mandir,22696
DC4000,13662,28.611788,77.243759,Pragati Maidan Terminal / Purana Qila,13662
U03243,13663,28.6735,77.269997,Seelampur,13663
DC3985,22697,28.689533,77.295952,Hardev Puri,22697
DC3888,13665,28.650948,77.246147,Shanti Van (Geeta Colony Bridge),13665
U99970,13666,28.661501,77.238899,Yamuna Bazar/ Hanuman Mandir,13666
U02651,13667,28.643394,77.225784,Kamla Market Ajmeri Gate,13667
DC0026,13668,28.679033,77.166519,JJ Colony Wazir Pur,13668
DC4083,22698,28.668417,77.314247,Vivek Vihar Terminal,22698
DC4109,13669,28.569756,77.166,Sec-8 RK Puram,13669
DC5593,13670,28.5567118,77.0938804,Air Traffic Control Office,13670
DC5594,13671,28.5515241,77.1101224,AMPC (Automated Mail Processing Centre),13671
U00786,13672,28.5894336313805,77.0864042727587,Manglapuri / Palam Village,13672
U01822,13673,28.7096,77.1758,Azadpur,13673
U01191A,13674,28.6548,77.1254,Rajdhani College / Raja Garden,13674
DC5567,13675,28.6690583,77.1033902,A3 Block Paschim Vihar,13675
U99942,13676,28.605354,77.147411,Garrision Eng.,13676
U00550,13677,28.682315,77.059529,Nangloi JJ Colony Lokesh Cinema,13677
DC3918,13678,28.639867,77.2437,Delhi Gate / Ambedkar Stadium Terminal,13678
CWG77,13679,28.636683,77.247283,Gandhi Darshan,13679
DC4232,13680,28.666834,77.315147,Vivekanand Mahila College,13680
DC5572,13681,28.669882,77.086853,GH-14 Paschim Vihar,13681
DC5571,13682,28.668159,77.079491,Sai Ram Mandir / Angad Park,13682
DC5570,13683,28.662012,77.081841,Sayed Gaon Nangloi (T),13683
U02642,22699,28.68016,77.22345,IP College,22699
DC3536,13684,28.621961,77.05731,Prem Nagar,13684
DC3537,13685,28.621,77.052203,Om Vihar,13685
DC3544,13686,28.612458,76.99146,Tuda Mandi,13686
DC4590,22700,28.68341,77.22923,Raksha Vigyan Kendra / Metcalf House,22700
DC5489,13687,28.51757,77.18922,Delhi Jal Board (MG Road),13687
DC5595,13688,28.5538254,77.1314071,Mahipal Pur Extension,13688
DC5795,13689,28.79924,77.04466,Bawana Depot Sec 1 Crossing,13689
DC5793,13690,28.78355,77.06498,Rajeev Ratan Aawas Yojna,13690
DC5801,13691,28.7850773998359,77.0723090206349,Yamuna Link Road 36/37 Crossing,13691
DC5783,13692,28.7806225326278,77.0781802349746,Rohini Sector 34 C2 C3,13692
DC5782,13693,28.7783769431093,77.0811367947941,Rohini Sector 34 Pkt 1,13693
DC5781,13694,28.7724278685507,77.0910447130687,Khera Khurd Check Post,13694
DC5779,13695,28.76737,77.100807,Rohini Sector 27/28 Crossing,13695
DC5778,13696,28.7569644074969,77.0945900881465,NIDM Camps Sec 29,13696
DC5785,13697,28.74914,77.08954,Mahadev Chowk Rohini Sec 27 / 30 Crossing,13697
DC5634,13698,28.7062153,77.0709036,District Park Sector 20,13698
DC5637,13699,28.696577,77.095894,D Block Mangol Puri (T),13699
DC4046,22701,28.599363,77.32145,Highland Apartments,22701
DC5797,13700,28.80887,77.05374,Bawana JJ Colony,13700
U02578,13701,28.618044,77.218903,Windsor Place,13701
DC5633,13702,28.7059194,77.0709659,District Park Sector 20,13702
DC5625,13703,28.562762,77.126527,Aero City Metro Station,13703
DC5623,13704,28.562761,77.126526,Police Colony Mehram Nagar,13704
DC4357,13705,28.688286,77.112366,Aayudh Bhandar,13705
DC4356,13706,28.687468,77.118118,Bhagwan Mahavir Hospital,13706
DC4354,13707,28.687149,77.120049,Keshav Mahavidhyalaya,13707
DC4205,13708,28.657829,77.245163,Geeta Colony Pul / Vijay Ghat,13708
U03388,13709,28.619117,77.286333,Mother Dairy,13709
U00801,13710,28.5313,77.08815,Kapashera Crossing,13710
U00280,13711,28.685444,76.995021,Ghevra Crossing Rohtak Road,13711
U99784,13712,28.694867,77.15485,Wazirpur Depot / Subhash Place Depot,13712
NS0247,13713,28.6126,77.212196,Udyog Bhawan,13713
DC5091,13714,28.664333,77.053482,Nilothi Crossing,13714
DC5083,13715,28.662228,77.05648,Chander Vihar (Nilothi),13715
DC5085,13716,28.65843,77.056519,Shri Ram Colony (Nilothi),13716
DC5087,13717,28.656481,77.056503,Jal Board Office (Nilothi),13717
DC5089,13718,28.65333,77.056389,Nilothi Village,13718
DC5533,13719,28.493217,77.184617,Chhatarpur Ext / Nanda Hospital,13719
DC5534,13720,28.494867,77.18435,Rajpur Crossing,13720
DC5536,13721,28.5003529,77.1837249,Chhatarpur Village,13721
DC5538,13722,28.5011934,77.182865,Chhatarpur Mandir,13722
DC5540,13723,28.5040746,77.1758213,Chhatarpur More,13723
DC4742,13724,28.580701,76.937424,Khera Dabar Village,13724
DC4744,13725,28.5721,76.934883,Ch Brahm Parkash Ayurvedic Hospital,13725
DC3710,13726,28.682085,77.058786,Nangloi JJ Colony Lokesh Cinema,13726
U03589,22702,28.6898,77.306602,GTB Hospital Xing,22702
U03324,22703,28.690701,77.279297,Babarpur Extension,22703
U03301,13727,28.688801,77.277901,Mogpur Crossing,13727
DC5624,13728,28.562265,77.126634,Police Colony Mehram Nagar,13728
DC5591,13729,28.5485644228083,77.1190470676406,AeroCity Metro Station,13729
DC4743,13730,28.5721,76.934817,Ch Brahm Parkash Ayurvedic Hospital,13730
DC4739,13731,28.584136,76.934582,Khera Dabar Village,13731
U03138,13732,28.599043,77.257822,Nizamuddin Road Bridge,13732
DC5527,13733,28.651339,77.24792,Shanti Van Crossing,13733
DC5525,13734,28.651549,77.256643,Geeta Colony Road Crossing,13734
DC5523,13735,28.64838,77.26875,Geeta Colony,13735
DC5531,13736,28.644408,77.269269,SDM Office,13736
DC5524,13737,28.65166,77.26663,Geeta Colony,13737
DC5515,13738,28.666781,77.252952,Shastri Park Metro Station,13738
DC5518,13739,28.667542,77.255732,Bulland Masjid Shastri Park,13739
DC5512,13740,28.66945,77.262764,Dharam Pura,13740
DC4589,22704,28.68198,77.22901,Raksha Vigyan Kendra / Metcalf House,22704
U00652,13741,28.594483,77.073583,Dwarka Sec 1,13741
U02293,13742,28.617308,77.203983,Kendriya Terminal (Church Road),13742
U01179,13743,28.656139,77.126058,Rajdhani College Raja Garden,13743
U01622,13744,28.7083,77.162102,Shalimar Bagh BR-Block,13744
U99865,13745,28.515949,77.225685,Ambedkar Nagar Terminal,13745
U02910,13746,28.627817,77.240082,ITO (DDU Marg),13746
U02095,13747,28.538,77.1927,NCERT,13747
U02053,13748,28.539,77.1898,Qutab Hotel,13748
U01979,13749,28.5405,77.1851,Katwaria Sarai,13749
U01922,13750,28.542,77.1825,Sanskrit Vidyapeeth,13750
U01881,13751,28.5436,77.1798,FAI,13751
U01891,13752,28.5496,77.1805,Ber Sarai,13752
DC5614,13753,28.522326,77.195969,Lado Sarai(Firni Road),13753
DC5800,13754,28.749419371523,77.088964981869,Mahadev Chowk Rohini Sec 27 / 30 Crossing,13754
DC5786,13755,28.75724,77.093918,NIDM Camps Sec 29,13755
DC5787,13756,28.76712,77.100403,Rohini Sec 27/28 Crossing,13756
DC5788,13757,28.76959,77.095627,LIG / HIG Houses Sector 29,13757
DC5789,13758,28.77189,77.09088,Khera Khurd Check Post,13758
DC5790,13759,28.77796,77.08071,Rohini Sector 34 Pkt 1,13759
DC5791,13760,28.78025,77.07783,Rohini Sector 34 C2 C3,13760
DC5784,13761,28.784515813113,77.072427737512,Yamuna Link Road 36/37 Crossing,13761
DC5792,13762,28.78325,77.06483,Rajeev Ratan Aawas Yojna,13762
DC5794,13763,28.79981,77.04399,Bawana Depot Sec 1 Crossing,13763
DC5796,13764,28.80911,77.05381,Bawana JJ Colony,13764
DC5580,13765,28.64365,77.137517,Wood Market / Mansarover Garden,13765
DC5581,13766,28.645983,77.13985,Saraswati Garden,13766
DC5578,13767,28.645783,77.139967,Saraswati Garden,13767
DC5579,13768,28.642867,77.137117,Wood Market / Mansarover Garden,13768
U01737,13769,28.682083,77.17012,Wazirpur JJ Colony,13769
U01989,13770,28.6803,77.1856,Shri Nagar Colony,13770
U02015,13771,28.6784,77.188004,Chowki No. 2,13771
U00345,13772,28.6839,77.0094,Oil Factory,13772
DC5511,13773,28.669934,77.264346,Dharam Pura,13773
DC5513,13774,28.667312,77.255615,Bulland Masjid Shastri Park,13774
DC5514,13775,28.66632,77.253791,Shastri Park Metro Station,13775
DC5526,13776,28.651222,77.256424,Geeta Colony Road Crossing,13776
DC5528,13777,28.651047,77.247733,Shanti Van Crossing,13777
DC5530,13778,28.650177,77.240168,Kotwali Darya Ganj / ShantiVan,13778
U99683,13779,28.6036,77.269096,PWD Office,13779
DC5613,13780,28.522577,77.196788,Lado Sarai Firni Road,13780
DC5672,13781,28.694916,77.119583,Sharda Niketan / Bank Vihar,13781
DC5670,13782,28.688255,77.105881,Transport Department,13782
DC4204,13784,28.6381415391405,77.2526959677957,Delhi Sachivalaya (Rajghat Power House),13784
DC4642,22705,28.650708,77.299742,AGCR Enclave,22705
DC4646,22706,28.652283,77.303483,Sharda Enclave,22706
U03324BP,13785,28.6905,77.278801,Babarpur Extn,13785
CWG620A,13786,28.615467,77.240349,ITPO Gate No. 3,13786
U99707,22707,28.6992,77.291801,MIG Flats Loni Road,22707
U03454JT,22708,28.6898,77.292099,Durga Puri Chowk/ Jyoti Colony,22708
U99657,22709,28.667299,77.255402,Shastri Park Metro Station (Ajit Nagar),22709
U99653,22710,28.6646,77.255302,Yamuna Bridge East,22710
NS0153,13787,28.662701,77.258301,Kailash Nagar Pusta,13787
DC4350,13789,28.68395,77.128853,Rani Bagh Railway Colony,13789
DC4348,13790,28.6835,77.133919,Shakur Basti,13790
DC5090,13791,28.65336,77.05632,Nilothi Village,13791
DC5088,13792,28.656679,77.056381,Jal Board Office (Nilothi),13792
DC5086,13793,28.65852,77.056412,Shri Ram Colony (Nilothi),13793
DC5084,13794,28.66209,77.056427,Chander Vihar (Nilothi),13794
DC5092,13795,28.664299,77.053345,Nilothi Crossing,13795
DC5559,22711,28.659525,77.315122,Yojana Vihar,22711
DC5560,22712,28.659715,77.312612,Yamuna Sports Complex,22712
DC4647,22713,28.651933,77.303717,Sharda Enclave,22713
DC4643,22714,28.650525,77.299691,AGCR Enclave,22714
DC4641,22715,28.64909,77.301102,Amar Jyoti Hospital,22715
U02126,13796,28.7578,77.1952,Burari Garhi,13796
NS0254,13797,28.605368,77.126434,Kirbi Place,13797
U03330,13798,28.690599,77.280197,Babarpur Extension,13798
DC4074,22716,28.690067,77.307816,GTB Hospital Crossing,22716
DC5604,13799,28.726484,77.269468,Karawal Nagar Terminal,13799
DC5602,13800,28.724869,77.268579,Karawal Nagar Extension,13800
DC5600,13801,28.717411,77.265046,Dayal Pur,13801
DC5598,13802,28.711905,77.262024,SherPur Chowk,13802
DC0014,13803,28.609762,77.251793,Railway Road Bridge,13803
DC5529,13804,28.650381,77.240087,Kotwali Darya Ganj / ShantiVan,13804
U01529,13805,28.7395,77.1539,Sanjay Gandhi Transport Nagar,13805
DC5597,13806,28.711944,77.261798,SherPur Chowk,13806
DC5599,13807,28.717519,77.264923,Dayal Pur,13807
DC5601,13808,28.724947,77.268489,Karawal Nagar Extension,13808
DC5603,13809,28.726518,77.269401,Karawal Nagar Terminal,13809
U02869,13810,28.523899,77.237801,Ambedkar Nagar Sec-4 (Virat Cinema),13810
U02535,13811,28.5228,77.216499,Saket Terminal,13811
U02510,13812,28.528099,77.215103,Saket M-Block,13812
U99940,13813,28.6038,77.155296,R.R.Line,13813
U01886,13814,28.642914,77.181798,Telephone Exchange Karol Bagh,13814
U02494,13815,28.57975,77.212833,Safdarjung Terminal,13815
DC5542,13816,28.5057576,77.1748492,Andheria More / Chhatarpur Metro Station,13816
DC5541,13817,28.5052562586681,77.1752185531354,Chhatarpur Crossing,13817
DC5539,13818,28.5018971,77.1825966,Chhatarpur Mandir,13818
DC5537,13819,28.4996377,77.184859,Chhatarpur Village,13819
DC5535,13820,28.4951623,77.1846362,Rajpur Crossing,13820
DC5532,13821,28.4932854,77.1848438,Chhatarpur Ext / Nanda Hospital,13821
DC5668,13822,28.4862971,77.1882529,Rajpur Ext,13822
DC5666,13823,28.4814774,77.1876163,Satbari,13823
DC5664,13824,28.4781623,77.1878742,Ambedkar Colony,13824
DC5661,13825,28.4751207,77.1874796,Mallu Farm,13825
DC5659,13826,28.4714165,77.1871876,Chandan Hola,13826
DC5658,13827,28.4635365,77.1864628,Shani Dham Mandir,13827
DC5655,13828,28.4595788,77.1849598,Fatehpur Beri,13828
DC5653,13829,28.4545264,77.1837974,Harswaroop Colony,13829
DC5652,13830,28.450717,77.184067,Dera More,13830
U03218,22717,28.6493,77.268204,Geeta Colony,22717
U99652,13831,28.655701,77.263702,Shamshan Ghat Pusta,13831
U99648,13832,28.658501,77.261398,Gandhi Nagar Pusta (Sulah Kul Mandir),13832
NS0154,13833,28.662399,77.258003,Kailash Nagar Pusta,13833
U99650,22718,28.6644,77.255203,Yamuna Bridge East,22718
DC3802,13834,28.690174,77.291885,Durga Puri Chowk/ Jyoti Nagar,13834
DC3803,13835,28.699526,77.291534,MIG Flats Loni Road,13835
U02792CS,13836,28.562733,77.232803,Central School (MCKR),13836
DC5812,13837,28.500868,77.165558,New Mangla Puri,13837
DC5814,13838,28.498857,77.161118,Sultan Pur Metro Station,13838
DC5817,13839,28.495401,77.15303,NBCC Ghitorni,13839
DC5818,13840,28.493418,77.148697,Ghitorni Metro Station,13840
DC5821,13841,28.488947,77.138275,Ghitorni School,13841
DC5823,13842,28.487524,77.135414,Air Station Ghitorni,13842
DC5825,13843,28.484062,77.130577,RRC Station MB Road,13843
DC5827,13844,28.480633,77.125877,Arjan Garh Metro Station,13844
DC5828,13845,28.480072,77.125267,Aya Nagar Crossing,13845
DC5830,13846,28.477081,77.13028,Aya Nagar Terminal,13846
DC4072,22719,28.68985,77.306732,GTB Hospital Crossing,22719
U00182,13847,28.610901,76.974998,Ghuman Hera  Xing,13847
U00167,13848,28.610332,76.971298,Prem Nursery,13848
U00054,13849,28.599899,76.915802,Rawta Xing,13849
DC5638,13850,28.696428,77.096744,D Block Mangol Puri (T),13850
U01438,13851,28.764967,77.145317,Gurudwara,13851
DC0107,13852,28.642917,77.2972,Karkardooma Crossing,13852
U03456,13853,28.6393,77.2924,Swasthya Vihar,13853
U99621,13854,28.538036,77.093422,Samalkha More,13854
U02544,13855,28.5557,77.218102,K.N. College,13855
U02740,13856,28.554399,77.227097,Siri Fort Road,13856
U02876,13857,28.5238,77.238098,Ambedkar Nagar Sec-4 (Virat Cinema),13857
DC5807,13859,28.6306587404243,77.1245806694838,Hari Nagar (Mohan Mandir) Mayapuri,13859
DC4003,13860,28.620291,77.238113,Supreme Court,13860
U02250,13861,28.6754,77.2018,Clock Tower,13861
U01685A,13862,28.7083,77.166603,AE-BLK Shalimar Bagh,13862
U02682,13863,28.676617,77.225014,Civil Line Metro Station,13863
U99941A,13864,28.6042,77.1552,R. R. Line,13864
U01901,13865,28.563066,77.18,RK Puram Sec 1-4,13865
U02150,13866,28.5348,77.196899,MMTC,13866
U02134,13867,28.532801,77.1959,PTS,13867
U02511,13868,28.5285,77.215202,Saket M-Block,13868
U02524,13869,28.5196,77.2159,Saket JBlock,13869
U00406,13870,28.6824,77.0333,Mundka Village,13870
U00647,13871,28.682,77.0728,Nangloi JJ Colony,13871
DC5596,13872,28.5536552,77.1320232,Mahipal Pur Extension,13872
DC5629,13873,28.68775,77.08728,Durlabh Nath Vatika Mangol Puri,13873
DC5631,13874,28.6879247,77.0829454,T Block Mangol Puri,13874
U02837,13875,28.6603,77.2346,Kouria Bridge,13875
DC5563,13876,28.665188,77.078835,Nihal Vihar / Ambika Vihar,13876
DC5564,13877,28.668102,77.079277,Sai Ram Mandir / Angad Park,13877
DC5565,13878,28.670219,77.085831,GH-14 Paschim Vihar,13878
DC5566,13879,28.669407,77.091774,Bheroan Enclave,13879
U01820,13880,28.7106,77.1756,Azadpur,13880
U99808,13881,28.716454,77.027863,Madan Pur Dabas,13881
U02014,13882,28.678301,77.187698,Chowki No.2,13882
U01965,13883,28.680901,77.1847,Bharat Nagar Xing,13883
U01733A,13884,28.682051,77.170067,Wazir Pur JJ Colony,13884
DC5674,13885,28.654541,77.121208,Shivaji College,13885
DC5676,13886,28.653913,77.11647,Janta Colony,13886
DC5678,13887,28.653389,77.113792,Raghubir Nagar A Block,13887
DC5673,13888,28.665012,77.078987,Nihal Vihar / Ambika Vihar,13888
U99777,13889,28.7129,77.1586,Shalimar Bagh CC Centre,13889
U01558,13890,28.715099,77.156998,Shalimar Bagh BH-Block,13890
U02648,13891,28.516199,77.223396,University Of Pharmacy Khanpur,13891
NS0186,13892,28.625799,77.2342,Mandi house,13892
U03133,13893,28.5369,77.2575,Desh Bandhu Appartments,13893
DC5855,13894,28.541632,77.147911,Institutional Area Vasant Kunj,13894
DC5842,13895,28.533094,77.151962,B-II Vasant Kunj,13895
